"tensor(-0.0454, device='cuda:0')",tensor([-1.])
"tensor(0.5816, device='cuda:0')",tensor([-0.3412])
"tensor(-0.4147, device='cuda:0')",tensor([-0.3333])
"tensor(-0.4777, device='cuda:0')",tensor([-0.3255])
"tensor(0.4378, device='cuda:0')",tensor([-0.3176])
"tensor(0.0495, device='cuda:0')",tensor([-0.3098])
"tensor(-0.0202, device='cuda:0')",tensor([-0.3020])
"tensor(-0.3800, device='cuda:0')",tensor([-0.2941])
"tensor(0.4675, device='cuda:0')",tensor([-0.2863])
"tensor(-0.6683, device='cuda:0')",tensor([-0.2784])
"tensor(0.2731, device='cuda:0')",tensor([-0.2706])
"tensor(0.2371, device='cuda:0')",tensor([-0.2627])
"tensor(0.4936, device='cuda:0')",tensor([-0.2549])
"tensor(-0.1968, device='cuda:0')",tensor([-0.2471])
"tensor(-0.0969, device='cuda:0')",tensor([-0.2392])
"tensor(0.1413, device='cuda:0')",tensor([-0.2314])
"tensor(-0.4954, device='cuda:0')",tensor([-0.2235])
"tensor(-0.4717, device='cuda:0')",tensor([-0.2157])
"tensor(-0.4847, device='cuda:0')",tensor([-0.2078])
"tensor(0.3071, device='cuda:0')",tensor([-0.2000])
"tensor(-0.1517, device='cuda:0')",tensor([-0.1922])
"tensor(-0.1667, device='cuda:0')",tensor([-0.1843])
"tensor(0.5737, device='cuda:0')",tensor([-0.1765])
"tensor(-0.5613, device='cuda:0')",tensor([-0.1686])
"tensor(-0.2652, device='cuda:0')",tensor([-0.1608])
"tensor(0.2415, device='cuda:0')",tensor([-0.1529])
"tensor(-0.4432, device='cuda:0')",tensor([-0.1451])
"tensor(-0.5606, device='cuda:0')",tensor([-0.1373])
"tensor(-0.2850, device='cuda:0')",tensor([-0.1294])
"tensor(-0.6586, device='cuda:0')",tensor([-0.1216])
"tensor(-0.1200, device='cuda:0')",tensor([-0.1137])
"tensor(0.1942, device='cuda:0')",tensor([-0.1059])
"tensor(0.1765, device='cuda:0')",tensor([-0.0980])
"tensor(-0.6902, device='cuda:0')",tensor([-0.0902])
"tensor(0.4352, device='cuda:0')",tensor([-0.0824])
"tensor(-0.1445, device='cuda:0')",tensor([-0.0745])
"tensor(-0.1899, device='cuda:0')",tensor([-0.0667])
"tensor(-0.3364, device='cuda:0')",tensor([-0.0588])
"tensor(0.3719, device='cuda:0')",tensor([-0.0510])
"tensor(-0.2581, device='cuda:0')",tensor([-0.0431])
"tensor(0.5778, device='cuda:0')",tensor([-0.0353])
"tensor(0.1953, device='cuda:0')",tensor([-0.0275])
"tensor(-0.4700, device='cuda:0')",tensor([-0.0196])
"tensor(-0.6518, device='cuda:0')",tensor([-0.0118])
"tensor(-0.0291, device='cuda:0')",tensor([-0.0039])
"tensor(-0.3112, device='cuda:0')",tensor([0.0039])
"tensor(0.1655, device='cuda:0')",tensor([0.0118])
"tensor(-0.5868, device='cuda:0')",tensor([0.0196])
"tensor(0.3605, device='cuda:0')",tensor([0.0275])
"tensor(0.2450, device='cuda:0')",tensor([0.0353])
"tensor(-0.4677, device='cuda:0')",tensor([0.0431])
"tensor(-0.1042, device='cuda:0')",tensor([0.0510])
"tensor(-0.1627, device='cuda:0')",tensor([0.0588])
"tensor(-0.2660, device='cuda:0')",tensor([0.0667])
"tensor(-0.2652, device='cuda:0')",tensor([0.0745])
"tensor(0.4577, device='cuda:0')",tensor([0.0824])
"tensor(0.1610, device='cuda:0')",tensor([0.0902])
"tensor(-0.2019, device='cuda:0')",tensor([0.0980])
"tensor(0.3610, device='cuda:0')",tensor([0.1059])
"tensor(0.2602, device='cuda:0')",tensor([0.1137])
"tensor(0.4045, device='cuda:0')",tensor([0.1216])
"tensor(-0.5319, device='cuda:0')",tensor([0.1294])
"tensor(0.2812, device='cuda:0')",tensor([0.1373])
"tensor(-0.1489, device='cuda:0')",tensor([0.1451])
"tensor(0.2275, device='cuda:0')",tensor([0.1529])
"tensor(-0.0318, device='cuda:0')",tensor([0.1608])
"tensor(-0.3532, device='cuda:0')",tensor([0.1686])
"tensor(-0.6683, device='cuda:0')",tensor([0.1765])
"tensor(0.0704, device='cuda:0')",tensor([0.1843])
"tensor(0.3325, device='cuda:0')",tensor([0.1922])
"tensor(0.1066, device='cuda:0')",tensor([0.2000])
"tensor(0.0586, device='cuda:0')",tensor([0.2078])
"tensor(-0.0203, device='cuda:0')",tensor([0.2157])
"tensor(0.2254, device='cuda:0')",tensor([0.2235])
"tensor(-0.5207, device='cuda:0')",tensor([0.2314])
"tensor(0.0432, device='cuda:0')",tensor([0.2392])
"tensor(0.5974, device='cuda:0')",tensor([0.2471])
"tensor(-0.2926, device='cuda:0')",tensor([0.2549])
"tensor(-0.1322, device='cuda:0')",tensor([0.2627])
"tensor(-0.1662, device='cuda:0')",tensor([0.2706])
"tensor(-0.2210, device='cuda:0')",tensor([0.2784])
"tensor(0.2026, device='cuda:0')",tensor([0.2863])
"tensor(0.2145, device='cuda:0')",tensor([0.2941])
"tensor(0.2614, device='cuda:0')",tensor([0.3020])
"tensor(0.4474, device='cuda:0')",tensor([0.3098])
"tensor(-0.4775, device='cuda:0')",tensor([0.3176])
"tensor(0.2847, device='cuda:0')",tensor([0.3255])
"tensor(-0.5429, device='cuda:0')",tensor([0.3333])
"tensor(0.3489, device='cuda:0')",tensor([0.3412])
"tensor(-0.0447, device='cuda:0')",tensor([0.3490])
"tensor(-0.0744, device='cuda:0')",tensor([0.3569])
"tensor(0.0823, device='cuda:0')",tensor([0.3647])
"tensor(-0.0917, device='cuda:0')",tensor([0.3725])
"tensor(0.4521, device='cuda:0')",tensor([0.3804])
"tensor(0.3725, device='cuda:0')",tensor([0.3882])
"tensor(-0.0477, device='cuda:0')",tensor([0.3961])
"tensor(0.0144, device='cuda:0')",tensor([0.4039])
"tensor(0.2209, device='cuda:0')",tensor([0.4118])
"tensor(-0.1056, device='cuda:0')",tensor([0.4196])
"tensor(0.1335, device='cuda:0')",tensor([0.4275])
"tensor(-0.5470, device='cuda:0')",tensor([0.4353])
"tensor(-0.4276, device='cuda:0')",tensor([0.4431])
"tensor(-0.0897, device='cuda:0')",tensor([0.4510])
"tensor(-0.4327, device='cuda:0')",tensor([0.4588])
"tensor(-0.5356, device='cuda:0')",tensor([0.4667])
"tensor(-0.0578, device='cuda:0')",tensor([0.4745])
"tensor(0.4773, device='cuda:0')",tensor([0.4824])
"tensor(-0.5175, device='cuda:0')",tensor([0.4902])
"tensor(0.3460, device='cuda:0')",tensor([0.4980])
"tensor(-0.0465, device='cuda:0')",tensor([0.5059])
"tensor(-0.2921, device='cuda:0')",tensor([0.5137])
"tensor(-0.3470, device='cuda:0')",tensor([0.5216])
"tensor(0.2366, device='cuda:0')",tensor([0.5294])
"tensor(0.4685, device='cuda:0')",tensor([0.5373])
"tensor(0.2977, device='cuda:0')",tensor([0.5451])
"tensor(0.1266, device='cuda:0')",tensor([0.5529])
"tensor(-0.3887, device='cuda:0')",tensor([0.5608])
"tensor(-0.4416, device='cuda:0')",tensor([0.5686])
"tensor(-0.4389, device='cuda:0')",tensor([0.5765])
"tensor(0.5509, device='cuda:0')",tensor([0.5843])
"tensor(0.2255, device='cuda:0')",tensor([0.5922])
"tensor(-0.4148, device='cuda:0')",tensor([0.6000])
"tensor(-0.3491, device='cuda:0')",tensor([0.6078])
"tensor(-0.6353, device='cuda:0')",tensor([0.6157])
"tensor(-0.4935, device='cuda:0')",tensor([0.6235])
"tensor(-0.1090, device='cuda:0')",tensor([0.6314])
"tensor(-0.2249, device='cuda:0')",tensor([0.6392])
"tensor(0.0583, device='cuda:0')",tensor([0.6471])
"tensor(-0.5166, device='cuda:0')",tensor([0.6549])
"tensor(-0.5618, device='cuda:0')",tensor([0.6627])
"tensor(-0.6120, device='cuda:0')",tensor([0.6706])
"tensor(0.3231, device='cuda:0')",tensor([0.6784])
"tensor(0.1220, device='cuda:0')",tensor([0.6863])
"tensor(0.4284, device='cuda:0')",tensor([0.6941])
"tensor(0.0208, device='cuda:0')",tensor([0.7020])
"tensor(0.3586, device='cuda:0')",tensor([0.7098])
"tensor(0.4784, device='cuda:0')",tensor([0.7176])
"tensor(-0.4552, device='cuda:0')",tensor([0.7255])
"tensor(-0.3765, device='cuda:0')",tensor([0.7333])
"tensor(-0.4474, device='cuda:0')",tensor([0.7412])
"tensor(0.1358, device='cuda:0')",tensor([0.7490])
"tensor(-0.0568, device='cuda:0')",tensor([0.7569])
"tensor(-0.4596, device='cuda:0')",tensor([0.7647])
"tensor(0.2370, device='cuda:0')",tensor([0.7725])
"tensor(-0.4079, device='cuda:0')",tensor([0.7804])
"tensor(0.3303, device='cuda:0')",tensor([0.7882])
"tensor(-0.4744, device='cuda:0')",tensor([0.7961])
"tensor(-0.0015, device='cuda:0')",tensor([0.8039])
"tensor(0.1342, device='cuda:0')",tensor([0.8118])
"tensor(0.5159, device='cuda:0')",tensor([0.8196])
"tensor(-0.0542, device='cuda:0')",tensor([0.8275])
"tensor(0.0053, device='cuda:0')",tensor([0.8353])
"tensor(0.4884, device='cuda:0')",tensor([0.8431])
"tensor(0.1159, device='cuda:0')",tensor([0.8510])
"tensor(-0.4079, device='cuda:0')",tensor([0.8588])
"tensor(-0.1115, device='cuda:0')",tensor([0.8667])
"tensor(-0.4738, device='cuda:0')",tensor([0.8745])
"tensor(0.0337, device='cuda:0')",tensor([0.8824])
"tensor(-0.0908, device='cuda:0')",tensor([0.8902])
"tensor(-0.6591, device='cuda:0')",tensor([0.8980])
"tensor(0.0440, device='cuda:0')",tensor([0.9059])
"tensor(0.1406, device='cuda:0')",tensor([0.9137])
"tensor(-0.0885, device='cuda:0')",tensor([0.9216])
"tensor(0.5537, device='cuda:0')",tensor([0.9294])
"tensor(-0.4571, device='cuda:0')",tensor([0.9373])
"tensor(0.3123, device='cuda:0')",tensor([0.9451])
"tensor(0.2543, device='cuda:0')",tensor([0.9529])
"tensor(0.2668, device='cuda:0')",tensor([0.9608])
"tensor(-0.2316, device='cuda:0')",tensor([0.9686])
"tensor(0.0572, device='cuda:0')",tensor([0.9765])
"tensor(-0.4614, device='cuda:0')",tensor([0.9843])
"tensor(-0.3282, device='cuda:0')",tensor([0.9922])
"tensor(-0.2924, device='cuda:0')",tensor([1.])
