"tensor(-0.0452, device='cuda:0')",tensor([-1.])
"tensor(0.3722, device='cuda:0')",tensor([-0.0510])
"tensor(-0.2579, device='cuda:0')",tensor([-0.0431])
"tensor(0.5780, device='cuda:0')",tensor([-0.0353])
"tensor(0.1955, device='cuda:0')",tensor([-0.0275])
"tensor(-0.4698, device='cuda:0')",tensor([-0.0196])
"tensor(-0.6516, device='cuda:0')",tensor([-0.0118])
"tensor(-0.0288, device='cuda:0')",tensor([-0.0039])
"tensor(-0.3109, device='cuda:0')",tensor([0.0039])
"tensor(0.1657, device='cuda:0')",tensor([0.0118])
"tensor(-0.5867, device='cuda:0')",tensor([0.0196])
"tensor(0.3608, device='cuda:0')",tensor([0.0275])
"tensor(0.2453, device='cuda:0')",tensor([0.0353])
"tensor(-0.4675, device='cuda:0')",tensor([0.0431])
"tensor(-0.1039, device='cuda:0')",tensor([0.0510])
"tensor(-0.1625, device='cuda:0')",tensor([0.0588])
"tensor(-0.2658, device='cuda:0')",tensor([0.0667])
"tensor(-0.2649, device='cuda:0')",tensor([0.0745])
"tensor(0.4580, device='cuda:0')",tensor([0.0824])
"tensor(0.1612, device='cuda:0')",tensor([0.0902])
"tensor(-0.2017, device='cuda:0')",tensor([0.0980])
"tensor(0.3612, device='cuda:0')",tensor([0.1059])
"tensor(0.2605, device='cuda:0')",tensor([0.1137])
"tensor(0.4048, device='cuda:0')",tensor([0.1216])
"tensor(-0.5317, device='cuda:0')",tensor([0.1294])
"tensor(0.2815, device='cuda:0')",tensor([0.1373])
"tensor(-0.1486, device='cuda:0')",tensor([0.1451])
"tensor(0.2277, device='cuda:0')",tensor([0.1529])
"tensor(-0.0315, device='cuda:0')",tensor([0.1608])
"tensor(-0.3530, device='cuda:0')",tensor([0.1686])
"tensor(-0.6681, device='cuda:0')",tensor([0.1765])
"tensor(0.0707, device='cuda:0')",tensor([0.1843])
"tensor(0.3327, device='cuda:0')",tensor([0.1922])
"tensor(0.1068, device='cuda:0')",tensor([0.2000])
"tensor(0.0588, device='cuda:0')",tensor([0.2078])
"tensor(-0.0201, device='cuda:0')",tensor([0.2157])
"tensor(0.2257, device='cuda:0')",tensor([0.2235])
"tensor(-0.5205, device='cuda:0')",tensor([0.2314])
"tensor(0.0434, device='cuda:0')",tensor([0.2392])
"tensor(0.5976, device='cuda:0')",tensor([0.2471])
"tensor(-0.2924, device='cuda:0')",tensor([0.2549])
"tensor(-0.1320, device='cuda:0')",tensor([0.2627])
"tensor(-0.1659, device='cuda:0')",tensor([0.2706])
"tensor(-0.2208, device='cuda:0')",tensor([0.2784])
"tensor(0.2029, device='cuda:0')",tensor([0.2863])
"tensor(0.2148, device='cuda:0')",tensor([0.2941])
"tensor(0.2616, device='cuda:0')",tensor([0.3020])
"tensor(0.4477, device='cuda:0')",tensor([0.3098])
"tensor(-0.4772, device='cuda:0')",tensor([0.3176])
"tensor(0.2849, device='cuda:0')",tensor([0.3255])
"tensor(-0.5427, device='cuda:0')",tensor([0.3333])
"tensor(0.3491, device='cuda:0')",tensor([0.3412])
"tensor(-0.0445, device='cuda:0')",tensor([0.3490])
"tensor(-0.0741, device='cuda:0')",tensor([0.3569])
"tensor(0.0825, device='cuda:0')",tensor([0.3647])
"tensor(-0.0914, device='cuda:0')",tensor([0.3725])
"tensor(0.4523, device='cuda:0')",tensor([0.3804])
"tensor(0.3727, device='cuda:0')",tensor([0.3882])
"tensor(-0.0475, device='cuda:0')",tensor([0.3961])
"tensor(0.0147, device='cuda:0')",tensor([0.4039])
"tensor(0.2211, device='cuda:0')",tensor([0.4118])
"tensor(-0.1053, device='cuda:0')",tensor([0.4196])
"tensor(0.1338, device='cuda:0')",tensor([0.4275])
"tensor(-0.5468, device='cuda:0')",tensor([0.4353])
"tensor(-0.4274, device='cuda:0')",tensor([0.4431])
"tensor(-0.0895, device='cuda:0')",tensor([0.4510])
"tensor(-0.4325, device='cuda:0')",tensor([0.4588])
"tensor(-0.5354, device='cuda:0')",tensor([0.4667])
"tensor(-0.0575, device='cuda:0')",tensor([0.4745])
"tensor(0.4775, device='cuda:0')",tensor([0.4824])
"tensor(-0.5172, device='cuda:0')",tensor([0.4902])
"tensor(0.3462, device='cuda:0')",tensor([0.4980])
"tensor(-0.0462, device='cuda:0')",tensor([0.5059])
"tensor(-0.2919, device='cuda:0')",tensor([0.5137])
"tensor(-0.3467, device='cuda:0')",tensor([0.5216])
"tensor(0.2368, device='cuda:0')",tensor([0.5294])
"tensor(0.4687, device='cuda:0')",tensor([0.5373])
"tensor(0.2980, device='cuda:0')",tensor([0.5451])
"tensor(0.1268, device='cuda:0')",tensor([0.5529])
"tensor(-0.3884, device='cuda:0')",tensor([0.5608])
"tensor(-0.4414, device='cuda:0')",tensor([0.5686])
"tensor(-0.4387, device='cuda:0')",tensor([0.5765])
"tensor(0.5512, device='cuda:0')",tensor([0.5843])
"tensor(0.2258, device='cuda:0')",tensor([0.5922])
"tensor(-0.4146, device='cuda:0')",tensor([0.6000])
"tensor(-0.3489, device='cuda:0')",tensor([0.6078])
"tensor(-0.6351, device='cuda:0')",tensor([0.6157])
"tensor(-0.4933, device='cuda:0')",tensor([0.6235])
"tensor(-0.1087, device='cuda:0')",tensor([0.6314])
"tensor(-0.2246, device='cuda:0')",tensor([0.6392])
"tensor(0.0586, device='cuda:0')",tensor([0.6471])
"tensor(-0.5164, device='cuda:0')",tensor([0.6549])
"tensor(-0.5616, device='cuda:0')",tensor([0.6627])
"tensor(-0.6118, device='cuda:0')",tensor([0.6706])
"tensor(0.3234, device='cuda:0')",tensor([0.6784])
"tensor(0.1223, device='cuda:0')",tensor([0.6863])
"tensor(0.4287, device='cuda:0')",tensor([0.6941])
"tensor(0.0210, device='cuda:0')",tensor([0.7020])
"tensor(0.3589, device='cuda:0')",tensor([0.7098])
"tensor(0.4786, device='cuda:0')",tensor([0.7176])
"tensor(-0.4550, device='cuda:0')",tensor([0.7255])
"tensor(-0.3762, device='cuda:0')",tensor([0.7333])
"tensor(-0.4472, device='cuda:0')",tensor([0.7412])
"tensor(0.1361, device='cuda:0')",tensor([0.7490])
"tensor(-0.0565, device='cuda:0')",tensor([0.7569])
"tensor(-0.4594, device='cuda:0')",tensor([0.7647])
"tensor(0.2372, device='cuda:0')",tensor([0.7725])
"tensor(-0.4077, device='cuda:0')",tensor([0.7804])
"tensor(0.3306, device='cuda:0')",tensor([0.7882])
"tensor(-0.4741, device='cuda:0')",tensor([0.7961])
"tensor(-0.0012, device='cuda:0')",tensor([0.8039])
"tensor(0.1345, device='cuda:0')",tensor([0.8118])
"tensor(0.5161, device='cuda:0')",tensor([0.8196])
"tensor(-0.0539, device='cuda:0')",tensor([0.8275])
"tensor(0.0055, device='cuda:0')",tensor([0.8353])
"tensor(0.4887, device='cuda:0')",tensor([0.8431])
"tensor(0.1161, device='cuda:0')",tensor([0.8510])
"tensor(-0.4076, device='cuda:0')",tensor([0.8588])
"tensor(-0.1112, device='cuda:0')",tensor([0.8667])
"tensor(-0.4736, device='cuda:0')",tensor([0.8745])
"tensor(0.0340, device='cuda:0')",tensor([0.8824])
"tensor(-0.0905, device='cuda:0')",tensor([0.8902])
"tensor(-0.6589, device='cuda:0')",tensor([0.8980])
"tensor(0.0443, device='cuda:0')",tensor([0.9059])
"tensor(0.1409, device='cuda:0')",tensor([0.9137])
"tensor(-0.0883, device='cuda:0')",tensor([0.9216])
"tensor(0.5540, device='cuda:0')",tensor([0.9294])
"tensor(-0.4568, device='cuda:0')",tensor([0.9373])
"tensor(0.3125, device='cuda:0')",tensor([0.9451])
"tensor(0.2546, device='cuda:0')",tensor([0.9529])
"tensor(0.2671, device='cuda:0')",tensor([0.9608])
"tensor(-0.2313, device='cuda:0')",tensor([0.9686])
"tensor(0.0575, device='cuda:0')",tensor([0.9765])
"tensor(-0.4611, device='cuda:0')",tensor([0.9843])
"tensor(-0.3280, device='cuda:0')",tensor([0.9922])
"tensor(-0.2922, device='cuda:0')",tensor([1.])
