"tensor(-0.4656, device='cuda:0')",tensor([-1.])
"tensor(-0.0025, device='cuda:0')",tensor([-0.4275])
"tensor(-0.1524, device='cuda:0')",tensor([-0.4196])
"tensor(0.2998, device='cuda:0')",tensor([-0.4118])
"tensor(-0.1983, device='cuda:0')",tensor([-0.4039])
"tensor(-0.5384, device='cuda:0')",tensor([-0.3961])
"tensor(0.3108, device='cuda:0')",tensor([-0.3882])
"tensor(-0.1896, device='cuda:0')",tensor([-0.3804])
"tensor(0.2989, device='cuda:0')",tensor([-0.3725])
"tensor(-0.1951, device='cuda:0')",tensor([-0.3647])
"tensor(-0.1315, device='cuda:0')",tensor([-0.3569])
"tensor(0.4369, device='cuda:0')",tensor([-0.3490])
"tensor(-0.4201, device='cuda:0')",tensor([-0.3412])
"tensor(-0.4846, device='cuda:0')",tensor([-0.3333])
"tensor(0.4334, device='cuda:0')",tensor([-0.3255])
"tensor(-0.3561, device='cuda:0')",tensor([-0.3176])
"tensor(-0.2981, device='cuda:0')",tensor([-0.3098])
"tensor(-0.0878, device='cuda:0')",tensor([-0.3020])
"tensor(-0.4845, device='cuda:0')",tensor([-0.2941])
"tensor(0.4225, device='cuda:0')",tensor([-0.2863])
"tensor(0.4232, device='cuda:0')",tensor([-0.2784])
"tensor(0.3178, device='cuda:0')",tensor([-0.2706])
"tensor(-0.3537, device='cuda:0')",tensor([-0.2627])
"tensor(-0.6256, device='cuda:0')",tensor([-0.2549])
"tensor(0.6036, device='cuda:0')",tensor([-0.2471])
"tensor(-0.0805, device='cuda:0')",tensor([-0.2392])
"tensor(-0.3855, device='cuda:0')",tensor([-0.2314])
"tensor(0.0834, device='cuda:0')",tensor([-0.2235])
"tensor(-0.4270, device='cuda:0')",tensor([-0.2157])
"tensor(-0.3279, device='cuda:0')",tensor([-0.2078])
"tensor(0.4261, device='cuda:0')",tensor([-0.2000])
"tensor(-0.0594, device='cuda:0')",tensor([-0.1922])
"tensor(0.1066, device='cuda:0')",tensor([-0.1843])
"tensor(-0.0625, device='cuda:0')",tensor([-0.1765])
"tensor(0.6223, device='cuda:0')",tensor([-0.1686])
"tensor(-0.1486, device='cuda:0')",tensor([-0.1608])
"tensor(0.1047, device='cuda:0')",tensor([-0.1529])
"tensor(0.4717, device='cuda:0')",tensor([-0.1451])
"tensor(0.0904, device='cuda:0')",tensor([-0.1373])
"tensor(0.5846, device='cuda:0')",tensor([-0.1294])
"tensor(-0.1623, device='cuda:0')",tensor([-0.1216])
"tensor(0.0558, device='cuda:0')",tensor([-0.1137])
"tensor(-0.0117, device='cuda:0')",tensor([-0.1059])
"tensor(-0.4179, device='cuda:0')",tensor([-0.0980])
"tensor(-0.2914, device='cuda:0')",tensor([-0.0902])
"tensor(-0.1386, device='cuda:0')",tensor([-0.0824])
"tensor(0.2520, device='cuda:0')",tensor([-0.0745])
"tensor(0.3149, device='cuda:0')",tensor([-0.0667])
"tensor(0.2548, device='cuda:0')",tensor([-0.0588])
"tensor(-0.1114, device='cuda:0')",tensor([-0.0510])
"tensor(-0.2907, device='cuda:0')",tensor([-0.0431])
"tensor(-0.1367, device='cuda:0')",tensor([-0.0353])
"tensor(-0.1333, device='cuda:0')",tensor([-0.0275])
"tensor(0.0698, device='cuda:0')",tensor([-0.0196])
"tensor(0.4827, device='cuda:0')",tensor([-0.0118])
"tensor(-0.1471, device='cuda:0')",tensor([-0.0039])
"tensor(0.3374, device='cuda:0')",tensor([0.0039])
"tensor(-0.1243, device='cuda:0')",tensor([0.0118])
"tensor(-0.7236, device='cuda:0')",tensor([0.0196])
"tensor(-0.1295, device='cuda:0')",tensor([0.0275])
"tensor(-0.3419, device='cuda:0')",tensor([0.0353])
"tensor(0.2585, device='cuda:0')",tensor([0.0431])
"tensor(-0.1669, device='cuda:0')",tensor([0.0510])
"tensor(-0.2637, device='cuda:0')",tensor([0.0588])
"tensor(-0.0993, device='cuda:0')",tensor([0.0667])
"tensor(-0.2116, device='cuda:0')",tensor([0.0745])
"tensor(-0.2478, device='cuda:0')",tensor([0.0824])
"tensor(-0.7691, device='cuda:0')",tensor([0.0902])
"tensor(-0.1569, device='cuda:0')",tensor([0.0980])
"tensor(0.3614, device='cuda:0')",tensor([0.1059])
"tensor(-0.2329, device='cuda:0')",tensor([0.1137])
"tensor(0.0709, device='cuda:0')",tensor([0.1216])
"tensor(0.3928, device='cuda:0')",tensor([0.1294])
"tensor(0.3382, device='cuda:0')",tensor([0.1373])
"tensor(-0.2343, device='cuda:0')",tensor([0.1451])
"tensor(-0.3800, device='cuda:0')",tensor([0.1529])
"tensor(-0.0480, device='cuda:0')",tensor([0.1608])
"tensor(-0.4211, device='cuda:0')",tensor([0.1686])
"tensor(0.3666, device='cuda:0')",tensor([0.1765])
"tensor(0.0414, device='cuda:0')",tensor([0.1843])
"tensor(0.4268, device='cuda:0')",tensor([0.1922])
"tensor(-0.7273, device='cuda:0')",tensor([0.2000])
"tensor(-0.0856, device='cuda:0')",tensor([0.2078])
"tensor(-0.6125, device='cuda:0')",tensor([0.2157])
"tensor(0.5653, device='cuda:0')",tensor([0.2235])
"tensor(0.3170, device='cuda:0')",tensor([0.2314])
"tensor(0.0360, device='cuda:0')",tensor([0.2392])
"tensor(-0.6253, device='cuda:0')",tensor([0.2471])
"tensor(-0.6233, device='cuda:0')",tensor([0.2549])
"tensor(-0.4678, device='cuda:0')",tensor([0.2627])
"tensor(-0.5501, device='cuda:0')",tensor([0.2706])
"tensor(-0.0746, device='cuda:0')",tensor([0.2784])
"tensor(-0.5810, device='cuda:0')",tensor([0.2863])
"tensor(-0.0653, device='cuda:0')",tensor([0.2941])
"tensor(0.1195, device='cuda:0')",tensor([0.3020])
"tensor(-0.3903, device='cuda:0')",tensor([0.3098])
"tensor(-0.0432, device='cuda:0')",tensor([0.3176])
"tensor(0.0437, device='cuda:0')",tensor([0.3255])
"tensor(-0.4049, device='cuda:0')",tensor([0.3333])
"tensor(0.1840, device='cuda:0')",tensor([0.3412])
"tensor(-0.4812, device='cuda:0')",tensor([0.3490])
"tensor(-0.4127, device='cuda:0')",tensor([0.3569])
"tensor(0.4118, device='cuda:0')",tensor([0.3647])
"tensor(-0.5177, device='cuda:0')",tensor([0.3725])
"tensor(0.4164, device='cuda:0')",tensor([0.3804])
"tensor(0.1205, device='cuda:0')",tensor([0.3882])
"tensor(-0.5136, device='cuda:0')",tensor([0.3961])
"tensor(0.1804, device='cuda:0')",tensor([0.4039])
"tensor(-0.1411, device='cuda:0')",tensor([0.4118])
"tensor(-0.1977, device='cuda:0')",tensor([0.4196])
"tensor(-0.2645, device='cuda:0')",tensor([0.4275])
"tensor(-0.3579, device='cuda:0')",tensor([0.4353])
"tensor(-0.6781, device='cuda:0')",tensor([0.4431])
"tensor(0.4554, device='cuda:0')",tensor([0.4510])
"tensor(0.1729, device='cuda:0')",tensor([0.4588])
"tensor(-0.6364, device='cuda:0')",tensor([0.4667])
"tensor(0.0836, device='cuda:0')",tensor([0.4745])
"tensor(0.4151, device='cuda:0')",tensor([0.4824])
"tensor(-0.6044, device='cuda:0')",tensor([0.4902])
"tensor(-0.2976, device='cuda:0')",tensor([0.4980])
"tensor(-0.5084, device='cuda:0')",tensor([0.5059])
"tensor(-0.4474, device='cuda:0')",tensor([0.5137])
"tensor(-0.0979, device='cuda:0')",tensor([0.5216])
"tensor(0.1494, device='cuda:0')",tensor([0.5294])
"tensor(-0.0923, device='cuda:0')",tensor([0.5373])
"tensor(-0.3223, device='cuda:0')",tensor([0.5451])
"tensor(-0.1148, device='cuda:0')",tensor([0.5529])
"tensor(0.2098, device='cuda:0')",tensor([0.5608])
"tensor(-0.0574, device='cuda:0')",tensor([0.5686])
"tensor(0.4782, device='cuda:0')",tensor([0.5765])
"tensor(0.0977, device='cuda:0')",tensor([0.5843])
"tensor(0.0119, device='cuda:0')",tensor([0.5922])
"tensor(-0.6953, device='cuda:0')",tensor([0.6000])
"tensor(-0.2877, device='cuda:0')",tensor([0.6078])
"tensor(0.1546, device='cuda:0')",tensor([0.6157])
"tensor(0.2934, device='cuda:0')",tensor([0.6235])
"tensor(-0.3249, device='cuda:0')",tensor([0.6314])
"tensor(0.1451, device='cuda:0')",tensor([0.6392])
"tensor(-0.0693, device='cuda:0')",tensor([0.6471])
"tensor(-0.3131, device='cuda:0')",tensor([0.6549])
"tensor(-0.4935, device='cuda:0')",tensor([0.6627])
"tensor(-0.5231, device='cuda:0')",tensor([0.6706])
"tensor(-0.3000, device='cuda:0')",tensor([0.6784])
"tensor(0.0956, device='cuda:0')",tensor([0.6863])
"tensor(-0.5736, device='cuda:0')",tensor([0.6941])
"tensor(-0.3866, device='cuda:0')",tensor([0.7020])
"tensor(-0.0300, device='cuda:0')",tensor([0.7098])
"tensor(-0.5465, device='cuda:0')",tensor([0.7176])
"tensor(0.0020, device='cuda:0')",tensor([0.7255])
"tensor(-0.1225, device='cuda:0')",tensor([0.7333])
"tensor(-0.5399, device='cuda:0')",tensor([0.7412])
"tensor(0.1394, device='cuda:0')",tensor([0.7490])
"tensor(-0.0272, device='cuda:0')",tensor([0.7569])
"tensor(-0.3848, device='cuda:0')",tensor([0.7647])
"tensor(0.4107, device='cuda:0')",tensor([0.7725])
"tensor(0.1255, device='cuda:0')",tensor([0.7804])
"tensor(-0.1405, device='cuda:0')",tensor([0.7882])
"tensor(-0.3815, device='cuda:0')",tensor([0.7961])
"tensor(0.2341, device='cuda:0')",tensor([0.8039])
"tensor(-0.2781, device='cuda:0')",tensor([0.8118])
"tensor(-0.0792, device='cuda:0')",tensor([0.8196])
"tensor(-0.0097, device='cuda:0')",tensor([0.8275])
"tensor(0.3168, device='cuda:0')",tensor([0.8353])
"tensor(0.0359, device='cuda:0')",tensor([0.8431])
"tensor(-0.6110, device='cuda:0')",tensor([0.8510])
"tensor(0.0275, device='cuda:0')",tensor([0.8588])
"tensor(-0.1181, device='cuda:0')",tensor([0.8667])
"tensor(0.3861, device='cuda:0')",tensor([0.8745])
"tensor(-0.0615, device='cuda:0')",tensor([0.8824])
"tensor(-0.3427, device='cuda:0')",tensor([0.8902])
"tensor(0.3543, device='cuda:0')",tensor([0.8980])
"tensor(0.5093, device='cuda:0')",tensor([0.9059])
"tensor(0.5480, device='cuda:0')",tensor([0.9137])
"tensor(-0.0817, device='cuda:0')",tensor([0.9216])
"tensor(-0.2537, device='cuda:0')",tensor([0.9294])
"tensor(0.2778, device='cuda:0')",tensor([0.9373])
"tensor(0.0905, device='cuda:0')",tensor([0.9451])
"tensor(-0.6368, device='cuda:0')",tensor([0.9529])
"tensor(-0.6775, device='cuda:0')",tensor([0.9608])
"tensor(-0.1413, device='cuda:0')",tensor([0.9686])
"tensor(-0.3517, device='cuda:0')",tensor([0.9765])
"tensor(0.2269, device='cuda:0')",tensor([0.9843])
"tensor(0.0820, device='cuda:0')",tensor([0.9922])
"tensor(0.3563, device='cuda:0')",tensor([1.])
