"tensor(-0.0122, device='cuda:0')",tensor([-1.])
"tensor(-0.4455, device='cuda:0')",tensor([0.0824])
"tensor(-0.4468, device='cuda:0')",tensor([0.0902])
"tensor(-0.4479, device='cuda:0')",tensor([0.0980])
"tensor(-0.4490, device='cuda:0')",tensor([0.1059])
"tensor(-0.4499, device='cuda:0')",tensor([0.1137])
"tensor(-0.4507, device='cuda:0')",tensor([0.1216])
"tensor(-0.4515, device='cuda:0')",tensor([0.1294])
"tensor(-0.4522, device='cuda:0')",tensor([0.1373])
"tensor(-0.4529, device='cuda:0')",tensor([0.1451])
"tensor(-0.4535, device='cuda:0')",tensor([0.1529])
"tensor(-0.4540, device='cuda:0')",tensor([0.1608])
"tensor(-0.4545, device='cuda:0')",tensor([0.1686])
"tensor(-0.4548, device='cuda:0')",tensor([0.1765])
"tensor(-0.4551, device='cuda:0')",tensor([0.1843])
"tensor(-0.4553, device='cuda:0')",tensor([0.1922])
"tensor(-0.4553, device='cuda:0')",tensor([0.2000])
"tensor(-0.4551, device='cuda:0')",tensor([0.2078])
"tensor(-0.4547, device='cuda:0')",tensor([0.2157])
"tensor(-0.4541, device='cuda:0')",tensor([0.2235])
"tensor(-0.4532, device='cuda:0')",tensor([0.2314])
"tensor(-0.4520, device='cuda:0')",tensor([0.2392])
"tensor(-0.4504, device='cuda:0')",tensor([0.2471])
"tensor(-0.4485, device='cuda:0')",tensor([0.2549])
"tensor(-0.4462, device='cuda:0')",tensor([0.2627])
"tensor(-0.4435, device='cuda:0')",tensor([0.2706])
"tensor(-0.4405, device='cuda:0')",tensor([0.2784])
"tensor(-0.4370, device='cuda:0')",tensor([0.2863])
"tensor(-0.4332, device='cuda:0')",tensor([0.2941])
"tensor(-0.4290, device='cuda:0')",tensor([0.3020])
"tensor(-0.4246, device='cuda:0')",tensor([0.3098])
"tensor(-0.4198, device='cuda:0')",tensor([0.3176])
"tensor(-0.4149, device='cuda:0')",tensor([0.3255])
"tensor(-0.4097, device='cuda:0')",tensor([0.3333])
"tensor(-0.4045, device='cuda:0')",tensor([0.3412])
"tensor(-0.3990, device='cuda:0')",tensor([0.3490])
"tensor(-0.3936, device='cuda:0')",tensor([0.3569])
"tensor(-0.3880, device='cuda:0')",tensor([0.3647])
"tensor(-0.3824, device='cuda:0')",tensor([0.3725])
"tensor(-0.3769, device='cuda:0')",tensor([0.3804])
"tensor(-0.3713, device='cuda:0')",tensor([0.3882])
"tensor(-0.3657, device='cuda:0')",tensor([0.3961])
"tensor(-0.3601, device='cuda:0')",tensor([0.4039])
"tensor(-0.3546, device='cuda:0')",tensor([0.4118])
"tensor(-0.3491, device='cuda:0')",tensor([0.4196])
"tensor(-0.3436, device='cuda:0')",tensor([0.4275])
"tensor(-0.3381, device='cuda:0')",tensor([0.4353])
"tensor(-0.3327, device='cuda:0')",tensor([0.4431])
"tensor(-0.3272, device='cuda:0')",tensor([0.4510])
"tensor(-0.3218, device='cuda:0')",tensor([0.4588])
"tensor(-0.3164, device='cuda:0')",tensor([0.4667])
"tensor(-0.3109, device='cuda:0')",tensor([0.4745])
"tensor(-0.3055, device='cuda:0')",tensor([0.4824])
"tensor(-0.3000, device='cuda:0')",tensor([0.4902])
"tensor(-0.2946, device='cuda:0')",tensor([0.4980])
"tensor(-0.2890, device='cuda:0')",tensor([0.5059])
"tensor(-0.2835, device='cuda:0')",tensor([0.5137])
"tensor(-0.2779, device='cuda:0')",tensor([0.5216])
"tensor(-0.2723, device='cuda:0')",tensor([0.5294])
"tensor(-0.2666, device='cuda:0')",tensor([0.5373])
"tensor(-0.2608, device='cuda:0')",tensor([0.5451])
"tensor(-0.2550, device='cuda:0')",tensor([0.5529])
"tensor(-0.2491, device='cuda:0')",tensor([0.5608])
"tensor(-0.2432, device='cuda:0')",tensor([0.5686])
"tensor(-0.2372, device='cuda:0')",tensor([0.5765])
"tensor(-0.2311, device='cuda:0')",tensor([0.5843])
"tensor(-0.2249, device='cuda:0')",tensor([0.5922])
"tensor(-0.2188, device='cuda:0')",tensor([0.6000])
"tensor(-0.2125, device='cuda:0')",tensor([0.6078])
"tensor(-0.2063, device='cuda:0')",tensor([0.6157])
"tensor(-0.2001, device='cuda:0')",tensor([0.6235])
"tensor(-0.1938, device='cuda:0')",tensor([0.6314])
"tensor(-0.1877, device='cuda:0')",tensor([0.6392])
"tensor(-0.1815, device='cuda:0')",tensor([0.6471])
"tensor(-0.1755, device='cuda:0')",tensor([0.6549])
"tensor(-0.1695, device='cuda:0')",tensor([0.6627])
"tensor(-0.1636, device='cuda:0')",tensor([0.6706])
"tensor(-0.1579, device='cuda:0')",tensor([0.6784])
"tensor(-0.1523, device='cuda:0')",tensor([0.6863])
"tensor(-0.1469, device='cuda:0')",tensor([0.6941])
"tensor(-0.1416, device='cuda:0')",tensor([0.7020])
"tensor(-0.1366, device='cuda:0')",tensor([0.7098])
"tensor(-0.1316, device='cuda:0')",tensor([0.7176])
"tensor(-0.1269, device='cuda:0')",tensor([0.7255])
"tensor(-0.1223, device='cuda:0')",tensor([0.7333])
"tensor(-0.1179, device='cuda:0')",tensor([0.7412])
"tensor(-0.1137, device='cuda:0')",tensor([0.7490])
"tensor(-0.1097, device='cuda:0')",tensor([0.7569])
"tensor(-0.1058, device='cuda:0')",tensor([0.7647])
"tensor(-0.1021, device='cuda:0')",tensor([0.7725])
"tensor(-0.0985, device='cuda:0')",tensor([0.7804])
"tensor(-0.0950, device='cuda:0')",tensor([0.7882])
"tensor(-0.0917, device='cuda:0')",tensor([0.7961])
"tensor(-0.0885, device='cuda:0')",tensor([0.8039])
"tensor(-0.0855, device='cuda:0')",tensor([0.8118])
"tensor(-0.0825, device='cuda:0')",tensor([0.8196])
"tensor(-0.0797, device='cuda:0')",tensor([0.8275])
"tensor(-0.0769, device='cuda:0')",tensor([0.8353])
"tensor(-0.0743, device='cuda:0')",tensor([0.8431])
"tensor(-0.0717, device='cuda:0')",tensor([0.8510])
"tensor(-0.0692, device='cuda:0')",tensor([0.8588])
"tensor(-0.0668, device='cuda:0')",tensor([0.8667])
"tensor(-0.0645, device='cuda:0')",tensor([0.8745])
"tensor(-0.0622, device='cuda:0')",tensor([0.8824])
"tensor(-0.0600, device='cuda:0')",tensor([0.8902])
"tensor(-0.0579, device='cuda:0')",tensor([0.8980])
"tensor(-0.0558, device='cuda:0')",tensor([0.9059])
"tensor(-0.0538, device='cuda:0')",tensor([0.9137])
"tensor(-0.0519, device='cuda:0')",tensor([0.9216])
"tensor(-0.0499, device='cuda:0')",tensor([0.9294])
"tensor(-0.0481, device='cuda:0')",tensor([0.9373])
"tensor(-0.0463, device='cuda:0')",tensor([0.9451])
"tensor(-0.0445, device='cuda:0')",tensor([0.9529])
"tensor(-0.0428, device='cuda:0')",tensor([0.9608])
"tensor(-0.0411, device='cuda:0')",tensor([0.9686])
"tensor(-0.0395, device='cuda:0')",tensor([0.9765])
"tensor(-0.0379, device='cuda:0')",tensor([0.9843])
"tensor(-0.0363, device='cuda:0')",tensor([0.9922])
"tensor(-0.0348, device='cuda:0')",tensor([1.])
